time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,missing_grf_data,missing_grf_reason,tibia_r_probably_contacting_ground,tibia_l_probably_contacting_ground,tibia_r_contact_cop_x,tibia_r_contact_cop_y,tibia_r_contact_cop_z,tibia_r_contact_moment_x,tibia_r_contact_moment_y,tibia_r_contact_moment_z,tibia_r_contact_force_x,tibia_r_contact_force_y,tibia_r_contact_force_z,tibia_l_contact_cop_x,tibia_l_contact_cop_y,tibia_l_contact_cop_z,tibia_l_contact_moment_x,tibia_l_contact_moment_y,tibia_l_contact_moment_z,tibia_l_contact_force_x,tibia_l_contact_force_y,tibia_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
4.805,-0.84169,-0.0622849,0.118733,0.538972,0.715298,1.22978,0.524347,-0.0574328,-0.0305612,1.41691,-0.259327,-0.194523,0.000144315,0.447813,-0.198865,-0.00187602,1.32808,-0.141629,-0.007572,0.000773811,0.627319,-0.0653707,0.0224471,-0.752569,-1.14464,-1.58688,2.04229,-0.508514,-1.44595,-1.62431,2.19596,-0.0408727,-0.0219917,0.0338502,0.0271226,-0.013363,-0.0018012,-0.0188554,0.00460344,-0.00374878,-0.0640086,0.020556,0.0678155,0.000130434,0.00595132,-0.0161613,-0.028453,-0.00853529,0.0114331,-0.174198,9.697e-05,0.0236225,-0.00978107,-5.70063e-05,0.0207929,0.0474327,0.00427417,0.0735711,-0.165372,0.0664838,-0.00223707,0.0363563,9.85457,-4.28643,-1.75287,-0.554808,0.122589,-0.296412,-13.4515,5.10502,6.57691,45.2663,-0.398398,-0.0562739,0.013453,-20.9941,19.6388,9.73298,64.3703,-0.244565,-0.00805257,0.00859333,15.0677,0.977299,-0.732979,0.221368,-2.4351,-1.7214,0.0705503,0.972026,-3.05832,-1.28033,-0.508831,0.0239034,-0.38628,0.600567,-0.082814,0.0660418,-0.071167,-0.792608,0.323116,-0.124765,-1.60065,-18.0775,-35.9812,-3.02444e-05,0.64731,-0.0223629,-0.792097,0.360785,0.181726,-3.82856,-8.15438e-06,-0.446034,0.00496984,-1.15234,1.85412,0.313708,0.00447402,-0.491537,-0.11844,-0.321712,0.0124438,-0.991049,0,0,1,1,0.389299,4.44089e-17,1.30005,-0.384311,-4.41016,-0.189279,34.3958,394.708,16.9404,0.537106,4.44089e-17,1.11484,0.861911,-6.26884,0.407607,-35.0461,254.897,-16.5737,0.000249309,0.0718983,10.9073
4.81,-0.841894,-0.0624045,0.118918,0.539106,0.715233,1.22977,0.524233,-0.0574017,-0.0305831,1.41655,-0.259676,-0.195083,0.000144967,0.447859,-0.198946,-0.00203808,1.32804,-0.141567,-0.00853871,0.000774296,0.627426,-0.0654195,0.022418,-0.752419,-1.1444,-1.58686,2.04264,-0.509344,-1.44563,-1.62432,2.19611,-0.0407532,-0.0239231,0.036853,0.0267086,-0.0130328,-0.00215703,-0.0228184,0.00621902,-0.00437261,-0.0720119,-0.0698314,-0.112091,0.000130283,0.00918787,-0.0162731,-0.0324134,-0.00673136,0.0123417,-0.193341,9.69292e-05,0.0213923,-0.00975622,-0.00581871,0.0300635,0.0490012,0.00429654,0.0711134,-0.165964,0.0648753,-0.00217485,0.031401,8.4852,-5.48408,-1.68486,-0.624165,0.0735173,-0.278568,-13.7997,5.0029,6.45935,45.3844,-0.389835,-0.0271067,0.0116763,-20.7791,20.0918,8.84372,64.2623,-0.261924,0.0403368,0.0127398,13.9025,0.680695,-0.785199,0.195412,-2.41279,-1.69084,0.0560779,1.02346,-3.04829,-1.33216,-0.50967,0.101982,-0.230984,0.487387,-0.133847,0.0753761,-0.06192,-0.871497,0.240482,-0.182766,-1.37743,-14.6645,-29.8575,-3.05464e-05,0.51121,0.223125,-1.0665,-0.596958,-0.579557,4.05294,-8.65938e-06,-0.920464,-0.106673,-1.05088,1.26535,0.580312,0.00447253,-0.753677,2.39191,-0.0498052,0.012434,-0.721839,0,0,1,1,0.389299,4.44089e-17,1.30024,-0.398833,-4.53663,-0.187692,34.7006,394.711,16.3303,0.538128,4.44089e-17,1.11635,0.961546,-6.90843,0.455022,-35.3502,253.981,-16.7284,0.000249403,0.071951,10.2657
4.815,-0.842095,-0.0625299,0.119114,0.539236,0.715169,1.22976,0.524097,-0.0573646,-0.0306095,1.41615,-0.260392,-0.19639,0.000145617,0.447918,-0.199022,-0.00222681,1.32799,-0.14152,-0.00940409,0.00077478,0.62751,-0.065471,0.0223626,-0.752237,-1.14414,-1.58683,2.04298,-0.510114,-1.4453,-1.62433,2.19625,-0.0402433,-0.025078,0.0392899,0.0260393,-0.012656,-0.00246663,-0.0271759,0.00742143,-0.00528644,-0.078899,-0.143154,-0.261378,0.00013013,0.0117439,-0.0151575,-0.0377459,-0.00971615,0.00944392,-0.173076,9.68859e-05,0.01679,-0.0102896,-0.0110731,0.0363903,0.0519028,0.00431891,0.067345,-0.154004,0.0646263,-0.00211268,0.0277919,7.24196,-6.16098,-2.00554,-0.702553,0.00605901,-0.245002,-13.5933,5.21304,6.154,45.2682,-0.363901,0.0316459,0.00765687,-21.045,20.6962,8.56971,64.4054,-0.280647,0.0807494,0.0171259,12.7872,0.515119,-0.828089,0.164617,-2.38676,-1.65564,0.0459679,1.09227,-3.03575,-1.40225,-0.510395,0.206875,-0.00805552,0.302027,-0.198685,0.0806485,-0.0354748,-0.773704,0.0759564,-0.261188,-0.845914,-7.49683,-16.2377,-3.08417e-05,0.258892,0.471711,-1.16391,-1.53458,-1.42058,11.2944,-9.12102e-06,-1.46282,-0.225319,-0.869285,0.534678,0.846606,0.00447246,-0.832915,5.54616,0.254677,0.0124225,-0.506673,0,0,1,1,0.389244,4.44089e-17,1.30013,-0.402796,-4.59472,-0.188584,34.5489,394.102,16.1754,0.539859,4.44089e-17,1.11674,1.0261,-7.32301,0.49676,-35.5024,253.372,-17.1876,0.000249703,0.0720002,9.74574
4.82,-0.842291,-0.0626555,0.119318,0.539361,0.715108,1.22974,0.523942,-0.0573256,-0.0306425,1.41574,-0.261295,-0.198103,0.000146267,0.447983,-0.199086,-0.00244464,1.32791,-0.141508,-0.00998711,0.000775264,0.627557,-0.065528,0.0222855,-0.752042,-1.14386,-1.58681,2.0433,-0.510745,-1.44498,-1.62434,2.19638,-0.0392089,-0.0251183,0.0408001,0.0250459,-0.0122527,-0.00264401,-0.0310444,0.00780121,-0.00659237,-0.0831286,-0.180638,-0.342566,0.000129976,0.0130384,-0.0127989,-0.0435655,-0.017389,0.00234102,-0.116604,9.68403e-05,0.00947592,-0.0114162,-0.0154195,0.0390637,0.0561358,0.00434127,0.0631805,-0.126273,0.0658996,-0.00205057,0.0252585,5.74451,-5.54488,-2.50118,-0.767226,-0.0540322,-0.194659,-13.8465,5.67955,5.72823,45.5782,-0.332859,0.0990453,0.00293962,-21.0574,20.9053,8.87098,64.3046,-0.297125,0.100882,0.0206735,11.7198,0.651788,-0.844272,0.131986,-2.37827,-1.62106,0.0414018,1.1718,-3.03784,-1.48418,-0.511097,0.268425,0.17508,0.0231416,-0.256833,0.104051,0.0181529,-0.493446,0.00105237,-0.297236,-0.140765,0.758419,-0.365094,-3.10542e-05,-0.0217937,0.573403,-0.980615,-2.14275,-2.02717,16.0273,-9.38276e-06,-1.93328,-0.237421,-0.644292,-0.335253,1.00168,0.00447601,-0.704268,8.95938,0.558793,0.0124106,-0.373717,0,0,1,1,0.389448,4.44089e-17,1.29984,-0.400444,-4.49224,-0.18599,35.158,394.408,16.3295,0.54003,4.44089e-17,1.1157,1.01084,-7.16108,0.485164,-35.8084,253.677,-17.1866,0.000250001,0.0720751,8.40419
4.825,-0.842481,-0.0627767,0.119523,0.53948,0.71505,1.22973,0.523775,-0.0572866,-0.0306829,1.41532,-0.262179,-0.199825,0.000146916,0.448048,-0.199136,-0.00268698,1.32777,-0.141547,-0.0101694,0.000775748,0.627556,-0.0655911,0.0221923,-0.751855,-1.14355,-1.58679,2.0436,-0.511152,-1.44463,-1.62435,2.19649,-0.0378668,-0.0242429,0.0409158,0.0237618,-0.0117325,-0.00255324,-0.0335117,0.00780648,-0.00807855,-0.0838324,-0.176846,-0.344392,0.000129821,0.0129294,-0.00993192,-0.0484686,-0.0281028,-0.00779482,-0.0364676,9.67934e-05,-0.000190494,-0.0126033,-0.018641,0.0373874,0.0611442,0.00436365,0.0596591,-0.0814766,0.0686936,-0.00198852,0.0233899,4.44425,-3.83374,-1.98869,-0.768057,-0.0857906,-0.170951,-13.5639,6.08656,5.48851,45.5757,-0.303938,0.160718,-0.00141789,-21.6109,19.9455,9.1769,64.6418,-0.306477,0.0962675,0.02248,11.0256,0.998999,-0.828068,0.0983967,-2.37471,-1.58318,0.0451618,1.24322,-3.0377,-1.55819,-0.508753,0.224033,0.237749,-0.335299,-0.31782,0.0965662,0.0882723,-0.0358745,0.108576,-0.284207,0.639549,8.33946,14.1392,-3.10164e-05,-0.245607,0.436895,-0.514828,-2.27856,-1.95524,17.599,-9.2983e-06,-2.1765,-0.0788974,-0.407934,-1.34866,0.976874,0.0044815,-0.383438,11.9462,0.79804,0.0124086,-0.32805,0,0,1,1,0.389456,4.44089e-17,1.30005,-0.407239,-4.56853,-0.18915,35.1576,394.408,16.3296,0.542751,4.44089e-17,1.11619,0.975911,-6.81817,0.446082,-36.2657,253.37,-16.5768,0.000249889,0.0722114,6.24743
4.83,-0.842664,-0.062892,0.119719,0.539591,0.714993,1.22972,0.523606,-0.0572449,-0.0307304,1.41491,-0.262855,-0.201193,0.000147565,0.448106,-0.199174,-0.0029422,1.32757,-0.141635,-0.00991181,0.000776232,0.627501,-0.065656,0.0220889,-0.751702,-1.14322,-1.58677,2.04388,-0.511261,-1.44427,-1.62436,2.1966,-0.0367466,-0.0230541,0.0392393,0.0221727,-0.0112496,-0.00211188,-0.033691,0.00834936,-0.00949959,-0.0806347,-0.135149,-0.273696,0.000129666,0.0117014,-0.00774744,-0.0510427,-0.0394956,-0.017571,0.0515272,9.67469e-05,-0.011073,-0.0129978,-0.0206807,0.0306441,0.0660286,0.00438606,0.0577419,-0.0217455,0.0726838,-0.00192647,0.0217497,3.43879,-2.69743,-2.18735,-0.773225,-0.093602,-0.115839,-14.0762,6.58115,5.07664,46.1379,-0.280885,0.208252,-0.00489318,-21.6591,19.8697,9.56458,64.5827,-0.304828,0.0676363,0.0218337,10.7877,1.38972,-0.782868,0.0708923,-2.38484,-1.55038,0.0578834,1.28313,-3.04131,-1.60028,-0.503333,0.107491,0.22668,-0.660948,-0.343299,0.0732791,0.136383,0.457084,0.287925,-0.26105,1.36529,14.2019,25.1694,-3.10926e-05,-0.438727,0.205639,0.213661,-1.98683,-1.01339,15.9882,-9.29654e-06,-2.13375,0.157907,-0.191896,-2.34682,0.776696,0.00448958,0.0480691,13.527,0.928792,0.012399,-0.290259,0,0,1,1,0.390585,4.44089e-17,1.29983,-0.393687,-4.34944,-0.182149,35.6167,393.493,16.479,0.541869,4.44089e-17,1.11576,0.997044,-6.89532,0.458279,-36.7249,253.981,-16.8802,0.000249744,0.0723251,4.95034
4.835,-0.842846,-0.0630016,0.119899,0.539693,0.714939,1.22971,0.523449,-0.0571959,-0.0307844,1.41455,-0.263176,-0.201933,0.000148212,0.448154,-0.199208,-0.00319207,1.32732,-0.141748,-0.00925447,0.000776715,0.627392,-0.0657171,0.0219807,-0.751607,-1.14287,-1.58675,2.04417,-0.511032,-1.44388,-1.62437,2.1967,-0.0362092,-0.0219207,0.0359345,0.0204562,-0.0108832,-0.00142996,-0.0314056,0.00978898,-0.0108048,-0.0738082,-0.0641393,-0.147849,0.00012951,0.00950774,-0.00671925,-0.0499744,-0.0494297,-0.022638,0.131468,9.67004e-05,-0.0217418,-0.0122082,-0.0216401,0.01891,0.0699121,0.0044085,0.0579823,0.0458897,0.0773278,-0.00186448,0.0202984,4.26936,-2.11949,-1.87835,-0.649558,-0.034921,-0.140108,-13.2174,6.06859,4.97184,45.6041,-0.265455,0.236633,-0.00712157,-22.1488,19.3222,9.74865,64.7582,-0.292975,0.0212649,0.0189744,11.3394,1.78224,-0.710372,0.0554509,-2.39297,-1.52926,0.0745484,1.27283,-3.03475,-1.59127,-0.489692,-0.0285296,0.211981,-0.845555,-0.335056,0.0169545,0.148611,0.837742,0.391055,-0.265847,1.92218,17.8177,31.7018,-3.07018e-05,-0.626434,0.0687393,1.09412,-1.39717,0.512256,11.3775,-8.76018e-06,-1.80959,0.348979,-0.0202801,-3.09767,0.441789,0.00449712,0.447989,12.9883,0.916097,0.0124118,-0.192376,0,0,1,1,0.389643,4.44089e-17,1.29882,-0.413681,-4.61886,-0.19025,35.1606,392.577,16.1702,0.543006,4.44089e-17,1.11635,1.04716,-7.15657,0.48174,-37.029,253.065,-17.0349,0.000249275,0.0722265,5.1663
4.84,-0.843027,-0.0631059,0.120057,0.539787,0.714885,1.22971,0.523313,-0.0571372,-0.0308451,1.41422,-0.263051,-0.201879,0.000148859,0.448186,-0.19924,-0.00341459,1.32704,-0.141848,-0.00831269,0.000777199,0.627238,-0.0657694,0.021872,-0.75159,-1.14251,-1.58672,2.04447,-0.510478,-1.44347,-1.62438,2.1968,-0.0363518,-0.0208608,0.0317068,0.0187809,-0.0107985,-0.00068691,-0.0272169,0.0117443,-0.0121341,-0.0641973,0.0249493,0.0106605,0.000129357,0.00637557,-0.00637555,-0.0445038,-0.0564156,-0.0200767,0.188356,9.66566e-05,-0.0307897,-0.0104633,-0.0217415,0.00342163,0.072121,0.00443099,0.0602222,0.110831,0.0819083,-0.00180242,0.0193365,4.76355,0.213495,-0.901309,-0.527945,0.0501176,-0.242952,-13.3433,6.7544,4.97624,45.8959,-0.259735,0.24202,-0.00789208,-22.4448,18.3667,10.2214,64.9135,-0.27548,-0.0305454,0.0146978,12.4623,2.38748,-0.607404,0.0594283,-2.42203,-1.536,0.0853153,1.21748,-3.04483,-1.53711,-0.469626,-0.150929,0.242999,-0.856321,-0.263043,-0.00576402,0.14453,1.03237,0.333936,-0.287841,2.2418,18.802,33.1174,-2.9938e-05,-0.789262,0.12705,1.86369,-0.715961,2.02127,4.69874,-7.88659e-06,-1.25921,0.414287,0.100225,-3.36515,0.00788679,0.00449821,0.660012,10.3945,0.752372,0.0124343,-0.053086,0,0,1,1,0.389996,4.44089e-17,1.29977,-0.407672,-4.49333,-0.188576,35.6178,392.577,16.4757,0.542354,4.44089e-17,1.11598,0.985028,-6.77586,0.438672,-36.8774,253.674,-16.423,0.000248941,0.0721468,4.8877
4.845,-0.843213,-0.0632041,0.120194,0.539875,0.714831,1.22971,0.523203,-0.0570701,-0.0309129,1.41396,-0.262456,-0.200998,0.000149505,0.448198,-0.199269,-0.00359051,1.32674,-0.141898,-0.00725344,0.000777682,0.627053,-0.0658114,0.0217658,-0.751657,-1.14215,-1.5867,2.04479,-0.509664,-1.44304,-1.62439,2.1969,-0.0371065,-0.0196458,0.0274252,0.0174657,-0.0108273,3.57393e-05,-0.0220551,0.0134139,-0.0135733,-0.0529883,0.118959,0.176248,0.000129207,0.00242926,-0.0057403,-0.0351853,-0.0599954,-0.00997034,0.21185,9.66172e-05,-0.0370858,-0.0083919,-0.0212404,-0.0134041,0.0721604,0.00445348,0.0635223,0.162804,0.0856701,-0.00174025,0.019071,7.27903,-0.15264,-1.14043,-0.462702,0.121138,-0.218396,-13.475,6.1368,5.27759,45.9841,-0.265983,0.224919,-0.00691921,-21.9807,18.6378,10.4677,64.7688,-0.257929,-0.0741894,0.0105996,14.3019,2.62476,-0.541979,0.0850229,-2.44738,-1.5696,0.0927335,1.12175,-3.04656,-1.44212,-0.44919,-0.251466,0.311408,-0.72379,-0.170096,-0.0355586,0.0882309,1.02803,0.151339,-0.291238,2.27775,16.8314,29.0438,-2.99741e-05,-0.876846,0.351656,2.2207,-0.187583,2.85133,-2.34639,-8.01933e-06,-0.53401,0.367387,0.162874,-2.94469,-0.509457,0.00450346,0.52952,6.07279,0.45115,0.0124357,0.113026,0,0,1,1,0.390119,4.44089e-17,1.29895,-0.441203,-4.83067,-0.199401,35.7721,391.663,16.1671,0.540534,4.44089e-17,1.1146,1.01028,-6.88884,0.44844,-37.337,254.59,-16.573,0.000248717,0.0721228,7.38814
4.85,-0.843405,-0.0632945,0.120313,0.539958,0.714776,1.22971,0.523118,-0.0569993,-0.0309881,1.41375,-0.26144,-0.199391,0.00015015,0.448188,-0.199289,-0.00371092,1.32644,-0.141877,-0.00625285,0.000778165,0.626854,-0.0658441,0.0216637,-0.751798,-1.1418,-1.58668,2.04512,-0.508698,-1.4426,-1.6244,2.19699,-0.0383638,-0.0180888,0.0238062,0.0166152,-0.0110051,0.000476894,-0.0169149,0.0141706,-0.0150295,-0.0415996,0.203117,0.321467,0.000129057,-0.00195497,-0.00398202,-0.0240818,-0.0609333,0.0042863,0.200118,9.65771e-05,-0.0397558,-0.00655497,-0.0204261,-0.0281276,0.0696132,0.004476,0.0661699,0.193168,0.0879259,-0.00167807,0.0196362,8.33245,-0.037842,-0.227517,-0.421069,0.201083,-0.23795,-13.6853,6.06975,5.4153,46.2528,-0.284128,0.183438,-0.00407103,-22.7545,18.2968,10.1569,65.2998,-0.243619,-0.0981581,0.00751539,16.231,2.66757,-0.509416,0.132191,-2.48048,-1.62523,0.0892017,0.990141,-3.04903,-1.30878,-0.427533,-0.345224,0.355842,-0.567415,-0.026823,-0.0789222,0.019164,0.861885,-0.0270036,-0.191287,1.99919,11.6731,19.3368,-2.98818e-05,-0.856822,0.613905,1.99945,0.0506474,2.7069,-8.1054,-8.09446e-06,0.328067,0.301962,0.211098,-1.82177,-1.08273,0.00450396,-0.0235438,0.422716,0.0377068,0.0124425,0.323954,0,0,1,1,0.390461,4.44089e-17,1.29921,-0.43308,-4.70169,-0.194079,36.0768,391.664,16.1673,0.542095,4.44089e-17,1.1164,1.02986,-7.19486,0.475047,-36.2672,253.371,-16.7291,0.000248375,0.0720302,8.35208
4.855,-0.843605,-0.0633761,0.120418,0.54004,0.714719,1.22971,0.523055,-0.0569291,-0.031068,1.41359,-0.260133,-0.1973,0.000150795,0.448157,-0.199293,-0.00378135,1.32613,-0.141788,-0.0054549,0.000778647,0.626663,-0.0658694,0.0215668,-0.751984,-1.14148,-1.58666,2.04545,-0.507721,-1.44216,-1.6244,2.1971,-0.0400899,-0.0163096,0.0209691,0.0164811,-0.0113997,0.000572714,-0.0126055,0.0140356,-0.0159859,-0.0316036,0.261482,0.418151,0.000128908,-0.00623908,-0.000912495,-0.0140846,-0.0606801,0.0178208,0.159591,9.65366e-05,-0.0381155,-0.00504516,-0.0193706,-0.0372365,0.0641995,0.00449852,0.0660522,0.195281,0.0881144,-0.00161586,0.0212559,11.9929,-0.463979,-0.546708,-0.363074,0.268373,-0.189557,-13.7156,5.62719,5.71226,46.1862,-0.317636,0.120165,0.0008414,-21.8919,18.4235,10.1522,64.9981,-0.237543,-0.0999621,0.00627763,18.6092,2.44292,-0.526157,0.189832,-2.50023,-1.69845,0.0764537,0.8475,-3.04347,-1.16491,-0.405026,-0.453168,0.295579,-0.558236,0.0884182,-0.117938,-0.0338207,0.622539,-0.0126035,0.11941,1.42393,3.43468,4.33621,-2.9919e-05,-0.721728,0.71389,1.2273,0.0266473,1.76215,-11.5967,-8.16647e-06,1.25223,0.375661,0.313017,-0.269459,-1.65665,0.00451265,-0.945724,-5.7267,-0.440581,0.0124414,0.580617,0,0,1,1,0.390402,4.44089e-17,1.29912,-0.428388,-4.6631,-0.19276,35.9251,391.053,16.165,0.543009,4.44089e-17,1.11575,1.01093,-6.90051,0.448418,-37.0294,252.759,-16.4251,0.000247924,0.0718706,12.0243
4.86,-0.843817,-0.0634503,0.120509,0.540125,0.714659,1.22972,0.523008,-0.0568592,-0.0311449,1.41347,-0.25874,-0.195101,0.000151438,0.448108,-0.19928,-0.00382109,1.32583,-0.141655,-0.00494687,0.00077913,0.626504,-0.0658852,0.0214778,-0.752177,-1.1412,-1.58664,2.04576,-0.506888,-1.44173,-1.62441,2.19722,-0.0423557,-0.0148317,0.0181779,0.0169232,-0.0119894,0.000403611,-0.00949281,0.0139726,-0.0153889,-0.024484,0.278655,0.439832,0.000128758,-0.00984772,0.00265695,-0.00794808,-0.0605468,0.0266315,0.101607,9.64958e-05,-0.0318543,-0.00316686,-0.0178055,-0.0385838,0.0559162,0.00452108,0.0613236,0.166648,0.0859115,-0.00155365,0.024159,15.5056,-2.13982,-0.488239,-0.326151,0.323616,-0.152036,-13.2778,5.43995,6.30753,45.8547,-0.361921,0.0413122,0.00716588,-21.2684,19.2037,9.63037,64.7604,-0.237385,-0.0852227,0.00638296,20.5181,1.92654,-0.591983,0.245493,-2.52741,-1.77292,0.0585692,0.720435,-3.05403,-1.03672,-0.389652,-0.571116,0.0603979,-0.821761,0.199929,-0.119941,-0.0569604,0.398255,0.334517,0.673943,0.63372,-7.0334,-14.4167,-3.00117e-05,-0.501195,0.475097,0.0838097,-0.133154,0.461733,-12.6188,-8.3339e-06,2.09886,0.713776,0.503063,1.27764,-2.13973,0.00451926,-2.05694,-11.2089,-0.914535,0.0124399,0.861076,0,0,1,1,0.389921,4.44089e-17,1.29929,-0.429368,-4.75839,-0.20398,35.3135,391.356,16.7764,0.54045,4.44089e-17,1.11641,1.03291,-7.18579,0.47877,-36.4204,253.371,-16.8815,0.000247269,0.0717997,15.6676
4.865,-0.844043,-0.0635229,0.120579,0.540214,0.714596,1.22972,0.52297,-0.056781,-0.031205,1.41336,-0.257522,-0.193262,0.000152082,0.448046,-0.199255,-0.00385873,1.32552,-0.14151,-0.0047543,0.000779612,0.626397,-0.0658832,0.0214014,-0.752338,-1.14098,-1.58661,2.04602,-0.506335,-1.44133,-1.62442,2.19736,-0.0452113,-0.0145297,0.0140691,0.0179228,-0.0125891,0.000118808,-0.00750154,0.0156452,-0.0120191,-0.0213154,0.243488,0.367749,0.000128608,-0.0123537,0.00503244,-0.00752903,-0.0612126,0.0289402,0.0385132,9.64541e-05,-0.02136,0.000402024,-0.0152902,-0.0321956,0.0452176,0.00454368,0.0510389,0.110603,0.0813388,-0.00149145,0.0284644,16.8716,-4.03768,-1.12402,-0.297933,0.359634,-0.107014,-13.4235,4.95225,6.79053,45.7468,-0.406695,-0.0387981,0.0136704,-21.2681,19.7777,9.52538,65.0009,-0.240289,-0.0605955,0.00729398,21.5887,1.19111,-0.686442,0.287861,-2.54806,-1.83019,0.039791,0.629558,-3.07147,-0.944512,-0.381993,-0.627156,-0.254802,-1.3091,0.295495,-0.107958,-0.0489397,0.180003,0.872353,1.38575,-0.237488,-17.7057,-33.2501,-3.01591e-05,-0.318796,-0.00326392,-1.18544,-0.349637,-0.772624,-11.4871,-8.51776e-06,2.66435,1.21219,0.787412,2.5166,-2.39208,0.00452657,-3.10878,-15.0362,-1.31952,0.0124343,1.13614,0,0,1,1,0.388986,4.44089e-17,1.29971,-0.433653,-4.75959,-0.203457,35.7683,392.578,16.7814,0.54099,4.44089e-17,1.11597,1.0155,-7.18511,0.483054,-35.8103,253.373,-17.0342,0.000247025,0.0717734,17.391
4.87,-0.844285,-0.0636019,0.120617,0.540311,0.71453,1.22972,0.522937,-0.056681,-0.0312305,1.41325,-0.256748,-0.192255,0.000152724,0.447976,-0.19923,-0.00392601,1.32521,-0.141385,-0.00484891,0.000780094,0.626357,-0.0658509,0.0213446,-0.752436,-1.14081,-1.58659,2.04619,-0.506158,-1.44095,-1.62443,2.19754,-0.0483471,-0.0158037,0.00752364,0.0194003,-0.0131289,-0.00012589,-0.00660152,0.0200069,-0.00509037,-0.0225029,0.15496,0.201498,0.000128457,-0.0139477,0.00501612,-0.0134562,-0.0629608,0.0250771,-0.0189221,9.64115e-05,-0.00803826,0.00646299,-0.0113531,-0.0196126,0.0332572,0.00456631,0.035495,0.0354224,0.0747412,-0.00142928,0.0341451,17.7555,-6.4824,-2.21282,-0.274863,0.357367,-0.0604467,-13.9881,4.38928,7.17883,45.9763,-0.435648,-0.0926261,0.0181963,-20.4745,20.6702,9.25972,64.4795,-0.245913,-0.0308982,0.00894323,21.859,0.360509,-0.764804,0.303664,-2.5354,-1.85146,0.0271059,0.597569,-3.07431,-0.912003,-0.383199,-0.577287,-0.489694,-1.85712,0.331573,-0.114959,-0.0162231,0.00600373,1.32374,2.03746,-0.932907,-24.9206,-45.4647,-3.03848e-05,-0.256584,-0.507157,-2.31912,-0.590668,-1.69702,-8.45548,-8.8148e-06,2.78344,1.64367,1.13637,3.0898,-2.25983,0.00453279,-3.76318,-16.2478,-1.61871,0.0124259,1.26592,0,0,1,1,0.389785,4.44089e-17,1.29944,-0.438929,-4.80605,-0.205881,35.7699,391.662,16.778,0.538744,4.44089e-17,1.11564,1.02404,-7.30776,0.504501,-35.5055,253.374,-17.492,0.000247061,0.0717474,19.0364
